strategy,a,n,profit,gas_used,detected,detection_risk,alpha,delta,gas_price,victim_balance,logfile,uuid
uniform,10000000000000000000,5,49985000000000000000,150000,False,44,109999999999999968,115789473684210528,100000000000,50000000000000000000,uniform_d88b925b-d52a-4d7c-ae73-47aee2ff2bf6.json,d88b925b-d52a-4d7c-ae73-47aee2ff2bf6
uniform,2000000000000000000,5,9985000000000000000,150000,False,37,89999999999999984,142105263157894736,100000000000,10000000000000000000,uniform_75d098b1-1228-436a-b7b1-8e5004bc10bd.json,75d098b1-1228-436a-b7b1-8e5004bc10bd
uniform,10000000000000000000,5,49992500000000000000,150000,False,9,19999999999999996,128947368421052640,50000000000,50000000000000000000,uniform_45f4c6e7-accd-4545-ac42-fbd07c6becf5.json,45f4c6e7-accd-4545-ac42-fbd07c6becf5
uniform,40000000000000000000,5,199970000000000000000,150000,False,18,39999999999999992,76315789473684208,200000000000,200000000000000000000,uniform_5a1789bb-c1cb-4136-9cf0-2f7c786293fd.json,5a1789bb-c1cb-4136-9cf0-2f7c786293fd
greedy,50000000000000000000,1,49999700000000000000,30000,False,11,119999999999999984,221052631578947328,10000000000,50000000000000000000,greedy_a8d59282-c0ef-4b99-9776-1381467d537b.json,a8d59282-c0ef-4b99-9776-1381467d537b
optimized,200000000000000000000,1,199999400000000000000,30000,False,3,39999999999999992,260526315789473664,20000000000,200000000000000000000,optimized_c1740af1-a16e-4656-8d45-af4e61f27330.json,c1740af1-a16e-4656-8d45-af4e61f27330
uniform,20000000000000000000,5,99985000000000000000,150000,False,22,49999999999999992,260526315789473664,100000000000,100000000000000000000,uniform_0f944645-2aec-4740-a7e9-df7a6fbac63d.json,0f944645-2aec-4740-a7e9-df7a6fbac63d
greedy,50000000000000000000,1,49999700000000000000,30000,False,3,39999999999999992,76315789473684208,10000000000,50000000000000000000,greedy_d3e6d8ca-12dd-45cf-8a4d-e344119c192f.json,d3e6d8ca-12dd-45cf-8a4d-e344119c192f
uniform,40000000000000000000,5,199970000000000000000,150000,False,55,150000000000000000,142105263157894736,200000000000,200000000000000000000,uniform_a2da8fe2-9145-4dcb-88ff-b192f6de1319.json,a2da8fe2-9145-4dcb-88ff-b192f6de1319
uniform,10000000000000000000,5,49970000000000000000,150000,False,14,30000000000000000,142105263157894736,200000000000,50000000000000000000,uniform_ff4c2feb-20d2-414f-a8aa-d29372c400e3.json,ff4c2feb-20d2-414f-a8aa-d29372c400e3
greedy,50000000000000000000,1,49999700000000000000,30000,False,3,39999999999999992,273684210526315744,10000000000,50000000000000000000,greedy_13e33737-7041-4e03-9784-9777fcac42e1.json,13e33737-7041-4e03-9784-9777fcac42e1
optimized,50000000000000000000,1,49999700000000000000,30000,False,4,49999999999999992,142105263157894736,10000000000,50000000000000000000,optimized_539bf0e9-8e3e-49d4-8196-f01507eb4682.json,539bf0e9-8e3e-49d4-8196-f01507eb4682
uniform,2000000000000000000,5,9970000000000000000,150000,False,34,79999999999999984,221052631578947328,200000000000,10000000000000000000,uniform_ee197b71-265d-4255-afff-50db10de0a8f.json,ee197b71-265d-4255-afff-50db10de0a8f
greedy,100000000000000000000,1,99998500000000000000,30000,False,11,119999999999999984,300000000000000000,50000000000,100000000000000000000,greedy_8d2b145f-2dfb-4b0b-ab1c-c0c6beba367f.json,8d2b145f-2dfb-4b0b-ab1c-c0c6beba367f
uniform,10000000000000000000,5,49997000000000000000,150000,False,18,39999999999999992,50000000000000000,20000000000,50000000000000000000,uniform_9bcf293c-f7ca-438e-ad6f-c78a36d6d16c.json,9bcf293c-f7ca-438e-ad6f-c78a36d6d16c
optimized,50000000000000000000,1,49998500000000000000,30000,False,4,49999999999999992,273684210526315744,50000000000,50000000000000000000,optimized_2364be8f-6524-4268-a1e6-19287d987e76.json,2364be8f-6524-4268-a1e6-19287d987e76
uniform,40000000000000000000,5,199992500000000000000,150000,False,52,139999999999999984,102631578947368416,50000000000,200000000000000000000,uniform_97fd0bfc-9fb6-400f-8340-a1d4c8d6900a.json,97fd0bfc-9fb6-400f-8340-a1d4c8d6900a
uniform,20000000000000000000,5,99992500000000000000,150000,False,22,49999999999999992,181578947368421056,50000000000,100000000000000000000,uniform_fa4bf734-8ecb-49e1-89bf-7844be9a8b7d.json,fa4bf734-8ecb-49e1-89bf-7844be9a8b7d
optimized,200000000000000000000,1,199999700000000000000,30000,False,11,119999999999999984,89473684210526320,10000000000,200000000000000000000,optimized_8e9fbc8c-b99e-46f7-bc0d-0f7fc5677186.json,8e9fbc8c-b99e-46f7-bc0d-0f7fc5677186
optimized,200000000000000000000,1,199999400000000000000,30000,False,8,89999999999999984,300000000000000000,20000000000,200000000000000000000,optimized_47369936-da2a-46c8-9c3f-62710e3de254.json,47369936-da2a-46c8-9c3f-62710e3de254
uniform,10000000000000000000,5,49997000000000000000,150000,False,37,89999999999999984,194736842105263168,20000000000,50000000000000000000,uniform_dcda6ec4-340a-4cc2-bb38-2b80a0f42c5a.json,dcda6ec4-340a-4cc2-bb38-2b80a0f42c5a
optimized,200000000000000000000,1,199997000000000000000,30000,False,10,109999999999999968,286842105263157888,100000000000,200000000000000000000,optimized_3b411ada-b97d-421c-8550-3cdd42a9d8a7.json,3b411ada-b97d-421c-8550-3cdd42a9d8a7
optimized,10000000000000000000,1,9999400000000000000,30000,False,3,30000000000000000,300000000000000000,20000000000,10000000000000000000,optimized_04f64366-1f33-4d7d-a8cd-0f545c2f7cfe.json,04f64366-1f33-4d7d-a8cd-0f545c2f7cfe
uniform,40000000000000000000,5,199997000000000000000,150000,False,34,79999999999999984,50000000000000000,20000000000,200000000000000000000,uniform_aa2e7c4a-9c88-48a7-a5fd-a2ec2484ca42.json,aa2e7c4a-9c88-48a7-a5fd-a2ec2484ca42
uniform,10000000000000000000,5,49992500000000000000,150000,False,34,79999999999999984,76315789473684208,50000000000,50000000000000000000,uniform_314cc850-c3c0-43b7-a30d-962aabf09be6.json,314cc850-c3c0-43b7-a30d-962aabf09be6
uniform,20000000000000000000,5,99998500000000000000,150000,False,47,119999999999999984,234210526315789472,10000000000,100000000000000000000,uniform_4c4574f4-3265-4256-8ad1-77469007e001.json,4c4574f4-3265-4256-8ad1-77469007e001
greedy,200000000000000000000,1,199997000000000000000,30000,False,9,99999999999999984,142105263157894736,100000000000,200000000000000000000,greedy_08f23d1e-6b5d-4e28-b08d-575b0b994023.json,08f23d1e-6b5d-4e28-b08d-575b0b994023
greedy,200000000000000000000,1,199998500000000000000,30000,False,6,69999999999999992,286842105263157888,50000000000,200000000000000000000,greedy_a00b28a2-300d-47aa-b06e-043c46455be7.json,a00b28a2-300d-47aa-b06e-043c46455be7
optimized,50000000000000000000,1,49999700000000000000,30000,False,11,119999999999999984,128947368421052640,10000000000,50000000000000000000,optimized_fc453b6c-a4dc-42e5-98f4-87f95404e75b.json,fc453b6c-a4dc-42e5-98f4-87f95404e75b
greedy,100000000000000000000,1,99997000000000000000,30000,False,10,109999999999999968,142105263157894736,100000000000,100000000000000000000,greedy_162be556-8012-4e14-9b57-39e2a4caa272.json,162be556-8012-4e14-9b57-39e2a4caa272
greedy,200000000000000000000,1,199999700000000000000,30000,False,10,109999999999999968,168421052631578944,10000000000,200000000000000000000,greedy_f2f94ffd-ea82-46f3-97ac-597ebb42ea3a.json,f2f94ffd-ea82-46f3-97ac-597ebb42ea3a
greedy,10000000000000000000,1,9998500000000000000,30000,False,4,49999999999999992,63157894736842104,50000000000,10000000000000000000,greedy_db76b451-0a0e-4326-bb80-e70c181bd7d0.json,db76b451-0a0e-4326-bb80-e70c181bd7d0
optimized,100000000000000000000,1,99994000000000000000,30000,False,12,129999999999999984,102631578947368416,200000000000,100000000000000000000,optimized_5692ed3c-5814-4304-8555-48986900be69.json,5692ed3c-5814-4304-8555-48986900be69
uniform,40000000000000000000,5,199985000000000000000,150000,False,30,69999999999999992,76315789473684208,100000000000,200000000000000000000,uniform_9192f196-4ed9-4a1e-b8ff-94af4e807313.json,9192f196-4ed9-4a1e-b8ff-94af4e807313
greedy,100000000000000000000,1,99999400000000000000,30000,False,7,79999999999999984,260526315789473664,20000000000,100000000000000000000,greedy_fc2ff6f2-adcc-4eac-931b-7f96812df262.json,fc2ff6f2-adcc-4eac-931b-7f96812df262
uniform,2000000000000000000,5,9997000000000000000,150000,False,22,49999999999999992,168421052631578944,20000000000,10000000000000000000,uniform_3f622453-5f0f-4cea-bf95-5450d6856ff1.json,3f622453-5f0f-4cea-bf95-5450d6856ff1
optimized,10000000000000000000,1,9998500000000000000,30000,False,3,39999999999999992,168421052631578944,50000000000,10000000000000000000,optimized_1f0e7e3e-9184-4266-99b4-4b2918f70b4b.json,1f0e7e3e-9184-4266-99b4-4b2918f70b4b
optimized,10000000000000000000,1,9998500000000000000,30000,False,13,139999999999999984,50000000000000000,50000000000,10000000000000000000,optimized_b7aa6d59-96c3-45b7-a964-8045f965fec4.json,b7aa6d59-96c3-45b7-a964-8045f965fec4
greedy,100000000000000000000,1,99999400000000000000,30000,False,5,59999999999999992,142105263157894736,20000000000,100000000000000000000,greedy_16b4619b-6555-406f-bb4c-8a54c75b5465.json,16b4619b-6555-406f-bb4c-8a54c75b5465
uniform,40000000000000000000,5,199970000000000000000,150000,False,14,30000000000000000,102631578947368416,200000000000,200000000000000000000,uniform_aefcbfd7-6653-4a11-832d-97d070206a61.json,aefcbfd7-6653-4a11-832d-97d070206a61
greedy,50000000000000000000,1,49999700000000000000,30000,False,8,89999999999999984,168421052631578944,10000000000,50000000000000000000,greedy_8867f051-b779-4c5b-9a63-ab361102c056.json,8867f051-b779-4c5b-9a63-ab361102c056
greedy,10000000000000000000,1,9999700000000000000,30000,False,7,79999999999999984,286842105263157888,10000000000,10000000000000000000,greedy_5318c133-a43d-4923-831b-286432127d0a.json,5318c133-a43d-4923-831b-286432127d0a
optimized,200000000000000000000,1,199999400000000000000,30000,False,11,119999999999999984,155263157894736832,20000000000,200000000000000000000,optimized_0ac55322-ef22-4482-8e71-bcceee14f1e6.json,0ac55322-ef22-4482-8e71-bcceee14f1e6
greedy,50000000000000000000,1,49994000000000000000,30000,False,9,99999999999999984,207894736842105248,200000000000,50000000000000000000,greedy_912bdf35-0f76-4fd3-9e85-b60af3d15678.json,912bdf35-0f76-4fd3-9e85-b60af3d15678
optimized,50000000000000000000,1,49994000000000000000,30000,False,5,59999999999999992,194736842105263168,200000000000,50000000000000000000,optimized_c8095028-94f8-4832-a4bc-7f4c1a7140cd.json,c8095028-94f8-4832-a4bc-7f4c1a7140cd
greedy,100000000000000000000,1,99999700000000000000,30000,False,3,30000000000000000,89473684210526320,10000000000,100000000000000000000,greedy_f572f0e5-375e-4541-a5ad-62c705d4a05e.json,f572f0e5-375e-4541-a5ad-62c705d4a05e
greedy,200000000000000000000,1,199999700000000000000,30000,False,10,109999999999999968,50000000000000000,10000000000,200000000000000000000,greedy_da8fa045-a05f-424a-b4f4-e47ad32db675.json,da8fa045-a05f-424a-b4f4-e47ad32db675
optimized,200000000000000000000,1,199999700000000000000,30000,False,3,30000000000000000,142105263157894736,10000000000,200000000000000000000,optimized_9c3880ed-f660-426c-b366-f06dea6f31ac.json,9c3880ed-f660-426c-b366-f06dea6f31ac
optimized,10000000000000000000,1,9999400000000000000,30000,False,4,49999999999999992,89473684210526320,20000000000,10000000000000000000,optimized_27f359ed-42b7-4bfc-944d-23a185100825.json,27f359ed-42b7-4bfc-944d-23a185100825
greedy,200000000000000000000,1,199997000000000000000,30000,False,1,19999999999999996,300000000000000000,100000000000,200000000000000000000,greedy_1fed5b72-76a6-471a-ac5d-218caba1ce87.json,1fed5b72-76a6-471a-ac5d-218caba1ce87
greedy,100000000000000000000,1,99999400000000000000,30000,False,9,99999999999999984,247368421052631584,20000000000,100000000000000000000,greedy_6218f81e-2257-4a3c-a917-5173d816761e.json,6218f81e-2257-4a3c-a917-5173d816761e
uniform,10000000000000000000,5,49985000000000000000,150000,False,50,129999999999999984,50000000000000000,100000000000,50000000000000000000,uniform_894620f0-6056-4738-a0a5-863e19777800.json,894620f0-6056-4738-a0a5-863e19777800
uniform,10000000000000000000,5,49985000000000000000,150000,False,34,79999999999999984,300000000000000000,100000000000,50000000000000000000,uniform_6fc365ee-56b3-41f0-aa3c-eb660d46f438.json,6fc365ee-56b3-41f0-aa3c-eb660d46f438
optimized,200000000000000000000,1,199999700000000000000,30000,False,10,109999999999999968,181578947368421056,10000000000,200000000000000000000,optimized_9e92adf9-a9f9-4c18-b6d1-ffa9a50349ea.json,9e92adf9-a9f9-4c18-b6d1-ffa9a50349ea
uniform,40000000000000000000,5,199998500000000000000,150000,False,14,30000000000000000,273684210526315744,10000000000,200000000000000000000,uniform_1f705d24-a52f-40b3-b5b4-d9dd17b88001.json,1f705d24-a52f-40b3-b5b4-d9dd17b88001
optimized,50000000000000000000,1,49999400000000000000,30000,False,15,150000000000000000,221052631578947328,20000000000,50000000000000000000,optimized_deb0a49e-db40-412a-8526-d934108e4471.json,deb0a49e-db40-412a-8526-d934108e4471
uniform,40000000000000000000,5,199970000000000000000,150000,False,50,129999999999999984,89473684210526320,200000000000,200000000000000000000,uniform_7b10abdd-6388-45f4-bc4a-26d2ac2080c4.json,7b10abdd-6388-45f4-bc4a-26d2ac2080c4
greedy,100000000000000000000,1,99997000000000000000,30000,False,8,89999999999999984,221052631578947328,100000000000,100000000000000000000,greedy_435dc5a7-0084-4fcf-b8fa-9938816e5675.json,435dc5a7-0084-4fcf-b8fa-9938816e5675
optimized,10000000000000000000,1,9998500000000000000,30000,False,7,79999999999999984,181578947368421056,50000000000,10000000000000000000,optimized_2dfb282e-d9eb-4718-92fe-19667c0d50af.json,2dfb282e-d9eb-4718-92fe-19667c0d50af
optimized,100000000000000000000,1,99999700000000000000,30000,False,8,89999999999999984,221052631578947328,10000000000,100000000000000000000,optimized_c40d60d3-9b89-4242-98f7-c0b998f188ed.json,c40d60d3-9b89-4242-98f7-c0b998f188ed
optimized,100000000000000000000,1,99999400000000000000,30000,False,1,19999999999999996,260526315789473664,20000000000,100000000000000000000,optimized_5c8cc54b-44ab-4339-9446-f2964f4c4bf9.json,5c8cc54b-44ab-4339-9446-f2964f4c4bf9
uniform,40000000000000000000,5,199997000000000000000,150000,False,47,119999999999999984,115789473684210528,20000000000,200000000000000000000,uniform_dd8e88e1-10a9-4e0f-8c48-c6f226b9d281.json,dd8e88e1-10a9-4e0f-8c48-c6f226b9d281
uniform,40000000000000000000,5,199992500000000000000,150000,False,18,39999999999999992,102631578947368416,50000000000,200000000000000000000,uniform_10e94f49-c4a3-4911-8549-050a9de25bfe.json,10e94f49-c4a3-4911-8549-050a9de25bfe
uniform,2000000000000000000,5,9992500000000000000,150000,False,30,69999999999999992,207894736842105248,50000000000,10000000000000000000,uniform_3bc10bd0-f00b-4cdf-94fe-d8907a4cf080.json,3bc10bd0-f00b-4cdf-94fe-d8907a4cf080
uniform,10000000000000000000,5,49992500000000000000,150000,False,52,139999999999999984,102631578947368416,50000000000,50000000000000000000,uniform_5e6d4bb6-0145-4816-a0e8-670252d70386.json,5e6d4bb6-0145-4816-a0e8-670252d70386
greedy,10000000000000000000,1,9999700000000000000,30000,False,15,150000000000000000,181578947368421056,10000000000,10000000000000000000,greedy_976fa698-45cd-4ba0-8c1c-03a553cef08c.json,976fa698-45cd-4ba0-8c1c-03a553cef08c
greedy,10000000000000000000,1,9999400000000000000,30000,False,5,59999999999999992,273684210526315744,20000000000,10000000000000000000,greedy_0b6846cf-de67-4425-9e7a-0e39ae0de746.json,0b6846cf-de67-4425-9e7a-0e39ae0de746
optimized,50000000000000000000,1,49997000000000000000,30000,False,13,139999999999999984,300000000000000000,100000000000,50000000000000000000,optimized_44d0a6b9-f8ab-4d41-b5b2-bc7f34d691ae.json,44d0a6b9-f8ab-4d41-b5b2-bc7f34d691ae
uniform,40000000000000000000,5,199992500000000000000,150000,False,4,10000000000000000,50000000000000000,50000000000,200000000000000000000,uniform_747fcd8c-a9d1-4c07-8ee8-07fb382d8b6d.json,747fcd8c-a9d1-4c07-8ee8-07fb382d8b6d
greedy,50000000000000000000,1,49997000000000000000,30000,False,8,89999999999999984,50000000000000000,100000000000,50000000000000000000,greedy_4e72f324-538b-4f42-8b74-d81a421242e4.json,4e72f324-538b-4f42-8b74-d81a421242e4
greedy,50000000000000000000,1,49994000000000000000,30000,False,6,69999999999999992,50000000000000000,200000000000,50000000000000000000,greedy_fc2663e1-84bc-4cef-9330-baeb8c08ed9c.json,fc2663e1-84bc-4cef-9330-baeb8c08ed9c
optimized,100000000000000000000,1,99994000000000000000,30000,False,12,129999999999999984,142105263157894736,200000000000,100000000000000000000,optimized_7d04d959-d37a-46a8-8efd-526c175c566a.json,7d04d959-d37a-46a8-8efd-526c175c566a
uniform,20000000000000000000,5,99985000000000000000,150000,False,9,19999999999999996,76315789473684208,100000000000,100000000000000000000,uniform_43335845-330d-47c8-b7ee-7138dd4c88ab.json,43335845-330d-47c8-b7ee-7138dd4c88ab
uniform,20000000000000000000,5,99998500000000000000,150000,False,34,79999999999999984,234210526315789472,10000000000,100000000000000000000,uniform_dc3de937-23b8-4d9d-b90c-d1d876c91245.json,dc3de937-23b8-4d9d-b90c-d1d876c91245
uniform,2000000000000000000,5,9970000000000000000,150000,False,34,79999999999999984,89473684210526320,200000000000,10000000000000000000,uniform_308a8d1c-a395-4dee-a5ad-b2ab69abe663.json,308a8d1c-a395-4dee-a5ad-b2ab69abe663
greedy,10000000000000000000,1,9999400000000000000,30000,False,3,30000000000000000,155263157894736832,20000000000,10000000000000000000,greedy_44a5b936-2e3e-460f-b0a3-da5a3a708430.json,44a5b936-2e3e-460f-b0a3-da5a3a708430
optimized,100000000000000000000,1,99998500000000000000,30000,False,3,39999999999999992,260526315789473664,50000000000,100000000000000000000,optimized_93deaeaf-484b-4b86-83d4-ac5ada4326ba.json,93deaeaf-484b-4b86-83d4-ac5ada4326ba
optimized,50000000000000000000,1,49994000000000000000,30000,False,11,119999999999999984,89473684210526320,200000000000,50000000000000000000,optimized_e6a341f1-2fa6-4e8c-91fa-8ce04338d81d.json,e6a341f1-2fa6-4e8c-91fa-8ce04338d81d
uniform,10000000000000000000,5,49992500000000000000,150000,False,50,129999999999999984,155263157894736832,50000000000,50000000000000000000,uniform_9e304eed-8058-4c0a-972c-f9886716462c.json,9e304eed-8058-4c0a-972c-f9886716462c
greedy,100000000000000000000,1,99999700000000000000,30000,False,3,39999999999999992,260526315789473664,10000000000,100000000000000000000,greedy_6ba8bbc0-1649-44f9-9901-6f74e7b82c2e.json,6ba8bbc0-1649-44f9-9901-6f74e7b82c2e
optimized,200000000000000000000,1,199999700000000000000,30000,False,10,109999999999999968,300000000000000000,10000000000,200000000000000000000,optimized_b086547c-f467-4a93-b663-2722505377d5.json,b086547c-f467-4a93-b663-2722505377d5
optimized,50000000000000000000,1,49998500000000000000,30000,False,6,69999999999999992,76315789473684208,50000000000,50000000000000000000,optimized_df3b0cb1-ba66-4491-b98b-e60303a9b166.json,df3b0cb1-ba66-4491-b98b-e60303a9b166
uniform,20000000000000000000,5,99998500000000000000,150000,False,4,10000000000000000,155263157894736832,10000000000,100000000000000000000,uniform_a25cd904-108f-4b4f-8aca-ad8b8dc3e903.json,a25cd904-108f-4b4f-8aca-ad8b8dc3e903
uniform,20000000000000000000,5,99970000000000000000,150000,False,30,69999999999999992,168421052631578944,200000000000,100000000000000000000,uniform_4c577ace-b4a2-4130-886f-9bca770aa0a2.json,4c577ace-b4a2-4130-886f-9bca770aa0a2
greedy,100000000000000000000,1,99997000000000000000,30000,False,9,99999999999999984,221052631578947328,100000000000,100000000000000000000,greedy_e57de3c3-becf-4d3c-b1b0-4e0d07bc3b5c.json,e57de3c3-becf-4d3c-b1b0-4e0d07bc3b5c
uniform,40000000000000000000,5,199985000000000000000,150000,False,4,10000000000000000,102631578947368416,100000000000,200000000000000000000,uniform_930f63e5-2ca6-42e5-9681-47ea7b795e89.json,930f63e5-2ca6-42e5-9681-47ea7b795e89
uniform,20000000000000000000,5,99992500000000000000,150000,False,34,79999999999999984,194736842105263168,50000000000,100000000000000000000,uniform_6736174c-7ba1-4215-951d-d5870ea6eba5.json,6736174c-7ba1-4215-951d-d5870ea6eba5
uniform,20000000000000000000,5,99970000000000000000,150000,False,37,89999999999999984,181578947368421056,200000000000,100000000000000000000,uniform_fb5e4416-d502-4f3d-9273-5a409abfd901.json,fb5e4416-d502-4f3d-9273-5a409abfd901
uniform,2000000000000000000,5,9970000000000000000,150000,False,50,129999999999999984,142105263157894736,200000000000,10000000000000000000,uniform_08361ccc-6c37-40c9-99c4-17d3d4555b92.json,08361ccc-6c37-40c9-99c4-17d3d4555b92
uniform,10000000000000000000,5,49970000000000000000,150000,False,44,109999999999999968,50000000000000000,200000000000,50000000000000000000,uniform_b62b7475-6442-4ec7-a11a-586457ed58aa.json,b62b7475-6442-4ec7-a11a-586457ed58aa
optimized,10000000000000000000,1,9997000000000000000,30000,False,4,49999999999999992,115789473684210528,100000000000,10000000000000000000,optimized_381fa4f5-4739-438f-983d-152e9385f0f0.json,381fa4f5-4739-438f-983d-152e9385f0f0
optimized,200000000000000000000,1,199998500000000000000,30000,False,6,69999999999999992,142105263157894736,50000000000,200000000000000000000,optimized_0d324099-8384-4f63-b9ac-8d3275dd456c.json,0d324099-8384-4f63-b9ac-8d3275dd456c
uniform,40000000000000000000,5,199985000000000000000,150000,False,18,39999999999999992,155263157894736832,100000000000,200000000000000000000,uniform_7d7571b1-6789-4b55-b3d6-218a3c119eaa.json,7d7571b1-6789-4b55-b3d6-218a3c119eaa
uniform,40000000000000000000,5,199970000000000000000,150000,False,26,59999999999999992,221052631578947328,200000000000,200000000000000000000,uniform_641184dd-8391-4c2a-ad35-fc197bfaa3d3.json,641184dd-8391-4c2a-ad35-fc197bfaa3d3
greedy,50000000000000000000,1,49997000000000000000,30000,False,9,99999999999999984,247368421052631584,100000000000,50000000000000000000,greedy_d4378e30-6b74-4431-993b-90ce3af6002b.json,d4378e30-6b74-4431-993b-90ce3af6002b
greedy,200000000000000000000,1,199999700000000000000,30000,False,3,30000000000000000,102631578947368416,10000000000,200000000000000000000,greedy_98d6d468-1046-41e4-9b05-e6cec04e3acc.json,98d6d468-1046-41e4-9b05-e6cec04e3acc
greedy,10000000000000000000,1,9999400000000000000,30000,False,13,139999999999999984,89473684210526320,20000000000,10000000000000000000,greedy_35f32e34-9d60-4c8d-8b82-aca26b0cd1e7.json,35f32e34-9d60-4c8d-8b82-aca26b0cd1e7
optimized,10000000000000000000,1,9999700000000000000,30000,False,8,89999999999999984,168421052631578944,10000000000,10000000000000000000,optimized_e40bdb21-d262-44b8-8fdd-c141e7234210.json,e40bdb21-d262-44b8-8fdd-c141e7234210
greedy,200000000000000000000,1,199999700000000000000,30000,False,9,99999999999999984,168421052631578944,10000000000,200000000000000000000,greedy_75e71031-6632-46ad-9658-238fa94830b6.json,75e71031-6632-46ad-9658-238fa94830b6
uniform,10000000000000000000,5,49992500000000000000,150000,False,52,139999999999999984,286842105263157888,50000000000,50000000000000000000,uniform_0803a927-cdc9-49cc-82e2-93d39158a58e.json,0803a927-cdc9-49cc-82e2-93d39158a58e
uniform,10000000000000000000,5,49997000000000000000,150000,False,37,89999999999999984,155263157894736832,20000000000,50000000000000000000,uniform_3748269a-c21f-4bb9-8a06-ff6e61011915.json,3748269a-c21f-4bb9-8a06-ff6e61011915
optimized,100000000000000000000,1,99998500000000000000,30000,False,15,150000000000000000,247368421052631584,50000000000,100000000000000000000,optimized_1ec76378-5b04-422f-a221-8697019b888f.json,1ec76378-5b04-422f-a221-8697019b888f
optimized,200000000000000000000,1,199999400000000000000,30000,False,6,69999999999999992,234210526315789472,20000000000,200000000000000000000,optimized_b5b234cc-2722-4dc4-bca0-75e5ff75f23b.json,b5b234cc-2722-4dc4-bca0-75e5ff75f23b
uniform,10000000000000000000,5,49997000000000000000,150000,False,55,150000000000000000,128947368421052640,20000000000,50000000000000000000,uniform_b0ce6337-95de-42d3-89a5-c007032e44dd.json,b0ce6337-95de-42d3-89a5-c007032e44dd
uniform,20000000000000000000,5,99985000000000000000,150000,False,26,59999999999999992,300000000000000000,100000000000,100000000000000000000,uniform_3745bce5-f8ec-420f-9e1a-b9e809e735f8.json,3745bce5-f8ec-420f-9e1a-b9e809e735f8
greedy,100000000000000000000,1,99999400000000000000,30000,False,8,89999999999999984,168421052631578944,20000000000,100000000000000000000,greedy_fd18c11f-c41e-4123-86f0-885d692a2fa3.json,fd18c11f-c41e-4123-86f0-885d692a2fa3
uniform,40000000000000000000,5,199970000000000000000,150000,False,50,129999999999999984,207894736842105248,200000000000,200000000000000000000,uniform_016f527f-3cde-464f-836b-8f2b9f239e53.json,016f527f-3cde-464f-836b-8f2b9f239e53
uniform,20000000000000000000,5,99985000000000000000,150000,False,30,69999999999999992,234210526315789472,100000000000,100000000000000000000,uniform_c234fa8b-a303-40d2-bd33-93871737e1ab.json,c234fa8b-a303-40d2-bd33-93871737e1ab
greedy,50000000000000000000,1,49999400000000000000,30000,False,9,99999999999999984,207894736842105248,20000000000,50000000000000000000,greedy_e9e08fcd-6562-4a76-9f23-0bea6d31accb.json,e9e08fcd-6562-4a76-9f23-0bea6d31accb
greedy,100000000000000000000,1,99998500000000000000,30000,False,8,89999999999999984,63157894736842104,50000000000,100000000000000000000,greedy_0b570aa0-9789-4543-bcab-067790ff9f81.json,0b570aa0-9789-4543-bcab-067790ff9f81
optimized,200000000000000000000,1,199998500000000000000,30000,False,3,30000000000000000,115789473684210528,50000000000,200000000000000000000,optimized_5b90d0dd-872e-4ac8-bea6-7e4a473a53aa.json,5b90d0dd-872e-4ac8-bea6-7e4a473a53aa
optimized,50000000000000000000,1,49998500000000000000,30000,False,12,129999999999999984,89473684210526320,50000000000,50000000000000000000,optimized_9544e8c1-ba41-4ae1-a46c-ea87aa22ec9e.json,9544e8c1-ba41-4ae1-a46c-ea87aa22ec9e
uniform,20000000000000000000,5,99997000000000000000,150000,False,14,30000000000000000,168421052631578944,20000000000,100000000000000000000,uniform_121ee8af-4ab8-4d73-9083-4ea97a633f49.json,121ee8af-4ab8-4d73-9083-4ea97a633f49
greedy,50000000000000000000,1,49997000000000000000,30000,False,6,69999999999999992,247368421052631584,100000000000,50000000000000000000,greedy_9459ae09-31f9-4f7b-8456-2eb163b40b97.json,9459ae09-31f9-4f7b-8456-2eb163b40b97
uniform,2000000000000000000,5,9992500000000000000,150000,False,9,19999999999999996,300000000000000000,50000000000,10000000000000000000,uniform_c709c779-65be-4032-8cf2-c45176536586.json,c709c779-65be-4032-8cf2-c45176536586
greedy,200000000000000000000,1,199998500000000000000,30000,False,3,30000000000000000,194736842105263168,50000000000,200000000000000000000,greedy_d91b742f-828d-4b17-9efc-a323bb58078a.json,d91b742f-828d-4b17-9efc-a323bb58078a
greedy,50000000000000000000,1,49999700000000000000,30000,False,15,150000000000000000,300000000000000000,10000000000,50000000000000000000,greedy_235b0d5c-ea43-4303-b62a-cbbd460650aa.json,235b0d5c-ea43-4303-b62a-cbbd460650aa
optimized,200000000000000000000,1,199999700000000000000,30000,False,9,99999999999999984,115789473684210528,10000000000,200000000000000000000,optimized_40958b6f-7f2b-48c0-86ea-bb3f892927fc.json,40958b6f-7f2b-48c0-86ea-bb3f892927fc
greedy,10000000000000000000,1,9999700000000000000,30000,False,8,89999999999999984,50000000000000000,10000000000,10000000000000000000,greedy_b1259855-9258-450f-bc3f-77d87af5c552.json,b1259855-9258-450f-bc3f-77d87af5c552
greedy,200000000000000000000,1,199999700000000000000,30000,False,6,69999999999999992,207894736842105248,10000000000,200000000000000000000,greedy_cd088ab8-8abc-4539-8417-5eb5b5c3544a.json,cd088ab8-8abc-4539-8417-5eb5b5c3544a
